3 16 0
1 24301 1 0
0 24301 1 0
1 24539 1 0
2 24658 1 0
1 24777 1 0
0 24777 1 0
2 25015 1 0
1 25135 1 0
2 25254 1 0
3 25254 1 0
2 25492 1 0
1 25611 1 0
2 25730 1 0
3 25730 1 0
3 25968 1 0
2 26087 1 0
0 26206 2 26444
1 26206 2 26444
3 26444 1 0
1 26682 1 0
0 26682 1 0
3 26920 1 0
2 26920 1 0
1 27039 1 0
0 27039 1 0
1 27277 1 0
2 27277 1 0
0 27396 1 0
3 27396 1 0
1 27635 1 0
0 27635 1 0
3 27754 1 0
2 27754 1 0
1 27873 1 0
0 27992 1 0
3 28111 1 0
1 28111 1 0
2 28230 1 0
1 28349 1 0
0 28468 1 0
2 28587 1 0
3 28587 2 28706
3 28825 1 0
0 29063 2 29182
0 29301 1 0
1 29539 2 29658
1 29777 1 0
3 30015 1 0
2 30075 1 0
0 30135 1 0
1 30194 1 0
2 30254 2 30373
3 30254 2 30373
2 30492 1 0
3 30492 1 0
0 30492 2 30611
1 30611 2 30730
2 30730 2 30968
0 30968 1 0
0 31325 2 31563
3 31563 1 0
3 31682 2 31920
0 31920 2 32396
3 32158 2 32396
1 32396 2 32515
2 32515 2 32635
3 32635 2 32873
0 32873 1 0
3 33230 2 33468
0 33468 1 0
0 33587 2 33825
3 33825 2 34301
2 34063 2 34301
0 34301 2 34420
1 34420 2 34539
2 34539 2 34777
0 34777 1 0
3 35135 2 35373
0 35373 1 0
0 35492 2 35968
3 35730 2 35968
2 35968 1 0
1 36206 2 36444
3 36444 2 36682
0 36682 1 0
3 37039 2 37218
0 37277 1 0
0 37396 2 37635
2 37635 2 37873
0 37873 1 0
1 38111 1 0
3 38111 2 38349
2 38349 2 38587
1 38587 1 0
0 38587 1 0
1 38944 2 39182
3 39063 1 0
0 39182 1 0
0 39301 2 39539
3 39539 2 3977770
2 39539 1 0
1 39777 2 40015
0 40015 1 0
3 40015 2 40254
0 40254 2 40492
2 40492 1 0
1 40492 1 0
3 40849 2 41087
0 40968 1 0
1 41087 1 0
1 41206 2 41444
2 41444 2 4168270
0 41444 1 0
3 41682 2 41920
1 41920 1 0
0 41920 2 42158
3 42158 2 42396
2 42396 1 0
1 42396 1 0
3 42754 2 42992
0 42873 1 0
1 42992 1 0
1 43111 2 43349
0 43349 1 0
3 43349 2 43587
1 43587 2 43825
3 43825 1 0
2 43825 1 0
0 43825 1 0
1 44063 2 44182
2 44182 1 0
3 44301 1 0
0 44301 2 44420
0 44539 1 0
3 44658 2 44777
0 44777 1 0
2 44777 1 0
3 44896 1 0
1 44896 1 0
0 45254 1 0
3 45254 1 0
2 45254 1 0
2 45492 1 0
1 45611 1 0
0 45730 1 0
3 45730 1 0
2 45849 1 0
1 45968 2 46087
3 46087 1 0
0 46206 1 0
2 46206 1 0
3 46325 1 0
1 46444 1 0
2 46563 1 0
3 46682 1 0
0 46801 1 0
2 46920 2 47039
1 47039 1 0
3 47158 1 0
0 47158 1 0
2 47277 1 0
1 47396 2 47635
3 47635 1 0
2 47754 1 0
1 47873 2 47992
3 47992 1 0
2 48111 1 0
0 48111 1 0
1 48230 1 0
2 48349 1 0
3 48468 1 0
1 48587 1 0
3 48706 1 0
0 48825 2 48944
2 48944 1 0
1 49063 1 0
3 49063 1 0
0 49182 1 0
3 49301 2 49539
0 49539 1 0
2 49658 1 0
1 49777 2 49896
3 49896 1 0
2 50015 1 0
0 50015 1 0
3 50135 1 0
1 50254 1 0
2 50373 1 0
0 50492 1 0
3 50611 1 0
1 50730 2 50849
2 50849 1 0
3 50968 1 0
0 50968 1 0
1 51087 1 0
2 51206 2 51444
0 51444 1 0
1 51563 1 0
2 51682 2 51801
3 51801 1 0
1 51920 1 0
0 51920 1 0
2 52039 1 0
3 52158 1 0
0 52277 1 0
3 52396 1 0
2 52515 1 0
1 52635 2 52754
0 52754 1 0
2 52873 1 0
3 52873 1 0
1 52992 1 0
0 53111 2 53349
3 53349 1 0
2 53468 1 0
1 53587 2 53825
0 53825 1 0
3 53825 1 0
2 53944 1 0
1 54063 1 0
3 54182 1 0
0 54301 1 0
1 54420 1 0
2 54539 2 54658
3 54658 1 0
1 54777 1 0
0 54777 1 0
2 54896 1 0
3 55015 2 55135
1 55135 1 0
0 55254 1 0
2 55373 1 0
0 55492 2 55730
3 55730 1 0
1 55730 1 0
2 55849 1 0
1 55968 1 0
0 56087 1 0
2 56206 1 0
1 56325 1 0
3 56444 2 56563
2 56563 1 0
1 56682 1 0
0 56682 1 0
2 56801 1 0
3 56920 2 57039
1 57039 1 0
2 57158 1 0
0 57277 1 0
2 57396 2 57635
3 57635 1 0
0 57635 1 0
1 57754 1 0
2 57873 1 0
3 57992 1 0
0 58111 1 0
2 58230 1 0
1 58349 2 58468
3 58468 1 0
2 58587 1 0
0 58587 1 0
1 58706 1 0
3 58825 2 58944
0 58944 1 0
1 59063 2 59301
3 59301 2 59539
0 59539 1 0
0 59777 0
3 59896 2 60015
2 60015 1 0
1 60135 1 0
0 60254 2 60492
3 60492 2 60730
2 60730 1 0
0 60968 0
3 60968 1 0
1 60968 1 0
3 61206 2 61444
1 61444 1 0
0 61444 1 0
3 61682 2 61920
2 61920 1 0
0 61920 1 0
3 62158 2 62396
1 62396 1 0
2 62396 1 0
3 62635 2 62873
2 62873 1 0
0 62873 1 0
0 63111 2 63349
3 63349 1 0
2 63349 1 0
0 63587 2 63825
3 63825 1 0
1 63825 1 0
0 64063 2 64301
2 64301 1 0
1 64301 1 0
0 64539 2 64777
1 64777 1 0
3 64777 1 0
2 65015 2 65254
0 65254 1 0
3 65254 1 0
2 65492 2 65730
0 65730 1 0
1 65730 1 0
2 65968 2 66206
3 66206 1 0
1 66206 1 0
2 66444 2 66682
3 66682 1 0
0 66682 1 0
1 66920 2 67158
3 67158 1 0
2 67158 1 0
1 67396 2 67635
0 67635 1 0
3 67635 1 0
1 67873 2 68111
2 68111 1 0
0 68111 1 0
3 68349 2 68468
2 68468 1 0
1 68587 1 0
0 68587 1 0
3 68587 1 0
2 68706 1 0
1 68825 1 0
3 68944 1 0
0 69063 1 0
2 69182 1 0
1 69301 1 0
0 69420 1 0
3 69539 1 0
1 69658 1 0
2 69777 1 0
3 69896 1 0
0 70015 1 0
2 70135 1 0
0 70254 1 0
1 70373 1 0
2 70492 1 0
3 70492 1 0
0 70611 1 0
1 70730 1 0
2 70849 1 0
0 70968 1 0
3 71087 1 0
1 71206 1 0
2 71325 1 0
3 71444 1 0
0 71563 1 0
2 71682 1 0
1 71801 1 0
0 71920 1 0
3 71920 1 0
0 72158 2 72396
3 72396 1 0
2 72456 1 0
1 72515 1 0
0 72575 1 0
2 72635 1 0
3 72694 1 0
0 72754 1 0
1 72813 1 0
2 72873 1 0
3 72932 1 0
1 72992 1 0
0 73051 1 0
3 73111 1 0
2 73170 1 0
1 73230 1 0
0 73289 1 0
2 73349 1 0
3 73408 1 0
0 73468 1 0
1 73527 1 0
2 73587 1 0
3 73646 1 0
1 73706 1 0
0 73765 1 0
3 73825 1 0
2 73885 1 0
1 73944 1 0
0 74004 1 0
2 74063 1 0
3 74123 1 0
0 74182 1 0
1 74242 1 0
2 74301 1 0
3 74301 1 0
3 74658 1 0
3 75015 1 0
0 75254 1 0
2 75373 1 0
0 75492 2 75730
1 75730 1 0
2 75819 1 0
3 75908 1 0
1 75968 1 0
0 75968 1 0
3 76206 2 76444
0 76444 2 76682
3 76682 1 0
2 76682 1 0
0 76920 1 0
3 77039 1 0
2 77039 1 0
1 77158 2 77277
0 77277 1 0
3 77396 2 7751570
1 77396 1 0
2 77515 1 0
0 77635 2 7775470
1 77635 1 0
2 77754 1 0
1 77873 1 0
3 77873 1 0
0 78111 1 0
1 78349 1 0
2 78587 1 0
3 78587 1 0
3 78825 1 0
1 78944 1 0
0 78944 1 0
2 79063 1 0
3 79182 2 79301
0 79301 2 7942070
1 79301 1 0
2 79420 1 0
3 79539 2 7965870
0 79539 1 0
1 79658 1 0
2 79777 2 80015
0 80015 1 0
1 80254 1 0
2 80492 1 0
3 80492 1 0
0 80730 1 0
1 80789 1 0
2 80849 1 0
0 80968 1 0
2 81087 1 0
0 81206 1 0
3 81325 1 0
0 81444 1 0
1 81444 1 0
2 81563 1 0
0 81682 2 8180170
3 81682 2 81801
3 81920 2 8203970
0 81920 2 82039
0 82158 1 0
3 82158 1 0
1 82277 1 0
2 82277 1 0
3 82396 1 0
0 82515 1 0
1 82635 1 0
2 82635 1 0
3 82754 1 0
1 82873 1 0
0 82873 1 0
2 82992 1 0
3 83111 2 83170
3 83230 2 83289
1 83349 1 0
0 83349 1 0
2 83468 1 0
3 83587 2 84222
0 83825 2 84222
3 84301 1 0
0 84301 1 0
0 84539 2 84658
3 84658 1 0
2 84658 1 0
1 84777 2 84896
2 84896 1 0
0 85015 2 8513570
3 85015 1 0
2 85135 1 0
3 85254 1 0
1 85254 1 0
2 85373 2 85492
0 85492 1 0
1 85492 1 0
2 85611 1 0
3 85730 1 0
3 85968 2 86206
1 86206 1 0
0 86206 1 0
3 86444 2 86563
2 86563 1 0
1 86563 1 0
0 86682 1 0
2 86801 2 86920
3 86920 2 8703970
0 86920 1 0
1 87039 1 0
0 87158 2 8727770
2 87158 1 0
1 87277 1 0
3 87396 2 87635
2 87396 2 87635
0 87635 2 88111
3 87873 2 88111
1 88111 1 0
2 88111 1 0
0 88230 1 0
2 88349 1 0
3 88408 1 0
1 88468 1 0
0 88527 1 0
3 88587 2 88706
0 88706 2 88825
3 88825 2 88944
2 88825 1 0
0 88944 2 89063
3 89063 2 8918270
1 89063 1 0
0 89182 2 89301
3 89301 1 0
2 89301 1 0
1 89539 1 0
0 89539 1 0
2 89658 1 0
3 89777 1 0
0 89777 1 0
1 89896 1 0
2 89896 1 0
0 90015 1 0
1 90135 1 0
2 90254 1 0
3 90254 1 0
1 90373 1 0
0 90492 1 0
3 90492 1 0
2 90730 1 0
1 90849 1 0
1 91087 1 0
2 91206 1 0
2 91325 1 0
3 91444 1 0
0 91444 1 0
3 91623 2 91682
2 91742 2 91801
1 91861 2 91920
0 91980 2 92039
0 92099 2 92158
0 92396 1 0
3 92396 1 0
3 92635 1 0
3 92754 1 0
1 92873 1 0
2 92962 1 0
3 93051 1 0
0 93111 1 0
1 93111 1 0
3 93349 1 0
2 93349 1 0
0 93349 1 0
1 93587 2 93825
3 93825 1 0
0 93825 1 0
1 94063 1 0
2 94182 1 0
3 94182 1 0
0 94301 1 0
1 94420 2 94539
3 94539 1 0
2 94539 1 0
0 94658 2 94777
3 94777 1 0
1 94777 1 0
2 94896 2 95015
0 95015 2 95254
3 95254 2 95730
2 95492 2 95730
0 95730 1 0
1 95730 1 0
3 95849 1 0
0 95968 1 0
1 96027 1 0
2 96087 1 0
3 96146 1 0
0 96206 2 96325
3 96325 2 96444
0 96444 2 9656370
2 96444 1 0
3 96563 2 96682
1 96682 1 0
0 96682 2 96801
3 96801 2 96920
0 96920 1 0
2 96920 1 0
1 97158 1 0
3 97158 1 0
3 97396 1 0
0 97396 1 0
2 97515 1 0
1 97515 1 0
3 97635 1 0
2 97754 1 0
1 97873 1 0
0 97873 1 0
2 97992 1 0
3 98111 1 0
0 98111 1 0
1 98230 1 0
2 98349 2 98408
2 98468 2 98527
0 98587 1 0
3 98587 1 0
2 98706 1 0
1 98825 2 98944
0 99301 2 99539
3 99539 1 0
2 99539 1 0
1 99698 1 0
0 99857 1 0
3 100015 1 0
2 100015 1 0
1 100095 1 0
0 100174 2 100333
3 100333 1 0
3 100492 1 0
2 100650 2 100809
0 100809 1 0
1 100968 1 0
2 101127 2 101285
0 101285 2 101444
3 101444 1 0
2 101603 2 101920
0 101920 1 0
3 101920 1 0
2 102000 1 0
1 102079 2 102238
3 102238 1 0
0 102396 1 0
3 102635 1 0
2 102754 1 0
0 102873 2 103349
1 102873 2 103349
3 103349 1 0
2 103349 1 0
0 103587 1 0
1 103646 1 0
2 103706 1 0
3 103765 1 0
0 103825 2 103944
3 103944 2 104063
0 104063 2 104182
1 104063 1 0
3 104182 2 104301
0 104301 2 10442070
2 104301 1 0
3 104420 2 104539
0 104539 1 0
1 104539 1 0
0 104777 2 104896
3 104777 1 0
1 104896 2 105015
2 105015 1 0
3 105015 1 0
1 105135 1 0
0 105135 1 0
3 105254 2 105373
2 105373 2 105492
1 105492 1 0
0 105492 1 0
2 105611 1 0
0 105730 1 0
3 105730 1 0
1 105849 1 0
1 105968 2 106206
3 106206 1 0
2 106325 1 0
1 106444 1 0
0 106444 1 0
2 106563 1 0
3 106563 1 0
0 106682 2 106920
3 106920 2 107158
2 107158 1 0
1 107158 1 0
0 107396 2 107635
3 107635 1 0
2 107635 1 0
1 107873 1 0
1 107992 1 0
3 108111 1 0
0 108111 1 0
2 108230 1 0
1 108349 2 108587
3 108587 1 0
0 108587 1 0
1 108706 1 0
2 108825 2 108944
1 108944 2 109063
3 109063 1 0
0 109063 1 0
2 109182 1 0
1 109301 2 109420
2 109420 2 109539
0 109539 2 109777
3 109539 2 109777
2 109777 1 0
1 109896 1 0
0 110015 1 0
3 110015 1 0
2 110135 1 0
1 110254 2 110373
1 110492 2 110611
3 110730 1 0
3 110849 2 110968
1 110968 1 0
0 110968 1 0
2 111087 1 0
3 111206 1 0
0 111325 1 0
3 111444 1 0
2 111444 1 0
0 111682 2 111920
3 111920 1 0
1 111920 1 0
2 112039 1 0
1 112158 1 0
0 112277 1 0
3 112396 1 0
2 112396 1 0
1 112515 1 0
0 112635 1 0
3 112635 1 0
1 112754 1 0
2 112754 1 0
3 112873 1 0
2 112992 1 0
1 113111 1 0
0 113111 1 0
2 113230 1 0
3 113349 1 0
0 113349 2 113825
1 113587 2 113825
3 113825 2 11406370
0 114063 1 0
3 114301 2 114777
2 114539 2 114777
1 114777 1 0
0 114777 1 0
3 114896 2 115015
2 115015 2 115135
1 115135 1 0
0 115135 1 0
2 115254 2 115373
3 115373 2 115492
1 115492 1 0
0 115492 1 0
2 115611 1 0
3 115730 1 0
0 115730 1 0
1 115849 1 0
2 115968 1 0
3 115968 1 0
3 116206 1 0
0 116325 1 0
2 116444 1 0
0 116563 1 0
3 116682 1 0
2 116682 1 0
1 116801 1 0
2 116920 1 0
1 117039 1 0
0 117158 1 0
3 117158 2 117396
2 117396 1 0
1 117515 1 0
0 117635 1 0
3 117635 1 0
2 117754 1 0
1 117873 2 117992
1 118111 2 118230
3 118111 1 0
2 118349 1 0
3 118468 2 118587
1 118587 1 0
0 118587 1 0
2 118706 2 118825
3 118825 2 118944
0 118944 1 0
1 119063 2 119301
3 119063 1 0
2 119301 2 119539
0 119539 1 0
3 119539 1 0
1 119658 1 0
2 119777 1 0
1 119896 1 0
3 120015 1 0
0 120015 1 0
2 120135 1 0
1 120254 1 0
0 120254 1 0
2 120373 1 0
3 120373 1 0
1 120492 1 0
0 120611 1 0
1 120730 1 0
2 120730 1 0
3 120849 1 0
0 120968 2 12144470
3 121206 2 121444
2 121444 1 0
1 121444 1 0
0 121682 1 0
1 121801 1 0
2 121920 2 122158
3 121920 2 122158
0 122158 2 122396
1 122396 1 0
2 122396 1 0
3 122396 2 122635
0 122635 2 122873
3 122873 2 123111
1 122873 1 0
0 123111 2 123170
0 123230 2 123289
3 123349 1 0
2 123349 1 0
1 123468 1 0
0 123587 1 0
0 123825 1 0
3 123825 2 124063
1 124063 1 0
2 124182 1 0
3 124301 1 0
0 124301 1 0
1 124420 1 0
2 124539 1 0
1 124658 1 0
0 124777 1 0
3 124777 2 125015
2 125015 1 0
1 125135 1 0
3 125254 1 0
0 125254 1 0
2 125373 1 0
1 125492 2 125611
1 125730 2 125849
3 125730 1 0
2 125968 1 0
1 126087 2 126206
0 126206 1 0
3 126206 1 0
2 126325 2 126444
1 126444 2 126563
0 126563 1 0
2 126682 1 0
3 126682 2 126920
0 126920 2 127158
3 127158 1 0
2 127158 1 0
1 127277 1 0
0 127396 1 0
2 127515 1 0
3 127635 1 0
1 127635 1 0
0 127754 1 0
1 127873 1 0
2 127873 1 0
3 127992 1 0
0 127992 1 0
2 128111 1 0
1 128230 1 0
0 128349 1 0
3 128349 1 0
2 128468 1 0
1 128587 1 0
0 128587 2 129063
3 128825 2 129063
2 129063 1 0
1 129063 1 0
0 129301 2 129777
3 129777 2 129896
2 129777 2 129896
2 130015 1 0
3 130015 1 0
0 130015 1 0
1 130135 2 130254
0 130254 2 130373
2 130373 1 0
3 130373 1 0
0 130492 2 130611
1 130611 2 130730
2 130730 1 0
3 130730 1 0
1 130849 2 130968
0 130968 1 0
3 130968 1 0
2 131087 1 0
1 131206 1 0
0 131206 1 0
3 131444 1 0
0 131444 2 131682
2 131682 1 0
1 131801 1 0
3 131920 1 0
2 131920 1 0
0 132039 1 0
3 132158 1 0
1 132277 1 0
3 132396 2 132635
2 132635 1 0
1 132754 1 0
0 132873 1 0
3 132873 1 0
2 132992 1 0
1 133111 2 133230
1 133349 2 133468
2 133587 1 0
3 133706 2 133825
0 133825 1 0
1 133825 1 0
2 133944 2 134063
3 134063 2 134182
0 134182 1 0
1 134301 2 134539
2 134539 2 134777
0 134777 1 0
3 134777 1 0
2 134896 1 0
1 135015 1 0
2 135135 1 0
1 135254 1 0
0 135254 1 0
2 135373 1 0
3 135492 1 0
0 135492 1 0
2 135611 1 0
1 135611 1 0
0 135730 1 0
1 135849 1 0
3 135968 1 0
2 135968 1 0
1 136087 1 0
0 136206 2 13644470
3 136206 1 0
3 136444 2 136920
0 136682 2 136920
2 136920 1 0
1 137039 1 0
0 137158 1 0
3 137158 1 0
2 137158 2 137277
1 137277 2 137396
0 137396 2 137635
3 137635 1 0
0 137992 2 138230
3 138230 1 0
3 138349 2 138587
0 138587 2 139063
1 138825 2 139063
3 139063 2 139182
2 139182 2 139301
1 139301 2 139539
3 139539 1 0
0 139896 2 140135
2 140135 1 0
2 140254 2 140492
0 140492 2 140968
2 140730 2 140968
3 140968 2 141087
1 141087 2 141206
2 141206 2 141444
0 141444 1 0
3 141801 2 142039
1 142039 1 0
1 142158 2 142635
3 142396 2 142635
0 142635 1 0
2 142873 2 143111
0 143111 2 143349
3 143349 1 0
3 143706 2 143885
0 143944 1 0
0 144063 2 144301
2 144301 2 144539
0 144539 1 0
1 144777 1 0
3 144777 2 145015
0 145015 2 145254
2 145254 1 0
3 145254 1 0
2 145611 2 145849
0 145730 1 0
3 145849 1 0
1 145968 2 146206
3 146206 2 14644470
0 146206 1 0
2 146444 2 146682
3 146682 1 0
1 146682 2 146920
0 146920 2 147158
2 147158 1 0
1 147158 1 0
3 147515 2 147754
0 147635 1 0
2 147754 1 0
1 147873 2 148111
0 148111 2 14834970
3 148111 1 0
2 148349 2 148587
0 148587 1 0
3 148587 2 148825
0 148825 2 149063
3 149063 1 0
2 149063 1 0
0 149420 2 149658
3 149539 1 0
2 149658 1 0
3 149777 2 150015
1 150015 1 0
0 150015 2 150254
2 150254 2 150492
3 150492 1 0
1 150492 1 0
0 150492 1 0
3 150730 2 150849
1 150849 1 0
2 150968 1 0
0 150968 2 151087
0 151206 1 0
1 151325 2 151444
3 151444 1 0
2 151444 1 0
0 151563 1 0
1 151563 1 0
0 151920 1 0
3 151920 1 0
2 151920 1 0
1 152396 1 0
3 152396 1 0
0 152396 1 0
0 152635 2 152873
2 152873 1 0
3 152873 1 0
0 153111 2 153349
1 153349 1 0
3 153349 1 0
0 153587 2 153825
2 153825 1 0
1 153825 1 0
0 154063 2 154301
1 154301 1 0
3 154301 1 0
3 154539 2 154777
0 154777 1 0
1 154777 1 0
3 155015 2 155254
0 155254 1 0
2 155254 1 0
3 155492 2 155730
1 155730 1 0
2 155730 1 0
3 155968 2 156206
2 156206 1 0
0 156206 1 0
1 156444 2 156682
3 156682 1 0
0 156682 1 0
1 156920 2 157158
3 157158 1 0
2 157158 1 0
1 157396 2 157635
0 157635 1 0
2 157635 1 0
1 157873 2 158111
0 158111 1 0
3 158111 1 0
2 158349 2 158587
0 158587 1 0
1 158587 1 0
2 158825 2 159063
3 159063 1 0
0 159063 1 0
2 159301 2 159539
1 159539 1 0
3 159539 1 0
0 159777 2 159896
1 159896 1 0
2 160015 1 0
3 160015 1 0
0 160015 1 0
1 160135 1 0
2 160254 1 0
3 160373 1 0
0 160492 1 0
2 160611 1 0
0 160730 1 0
2 160849 1 0
0 160968 1 0
1 161087 1 0
3 161206 1 0
2 161325 1 0
1 161444 1 0
3 161563 1 0
1 161682 1 0
3 161801 1 0
1 161920 1 0
0 161920 1 0
3 162039 1 0
2 162158 1 0
1 162277 1 0
0 162396 0
2 162515 1 0
0 162635 1 0
2 162754 1 0
0 162873 1 0
3 162992 1 0
1 163111 1 0
2 163230 1 0
3 163349 1 0
0 163349 1 0
3 163587 2 163825
0 163825 1 0
1 163885 1 0
3 163944 1 0
2 164004 1 0
0 164063 1 0
1 164123 1 0
2 164182 1 0
3 164242 1 0
1 164301 1 0
0 164361 1 0
2 164420 1 0
3 164480 1 0
0 164539 1 0
1 164599 1 0
2 164658 1 0
3 164718 1 0
1 164777 1 0
0 164837 1 0
2 164896 1 0
1 164956 1 0
3 165015 1 0
2 165075 1 0
1 165135 1 0
0 165194 1 0
3 165254 1 0
2 165313 1 0
0 165373 1 0
1 165432 1 0
3 165492 1 0
2 165551 1 0
1 165611 1 0
0 165670 1 0
3 165730 1 0
2 165730 1 0
3 166087 1 0
3 166444 1 0
1 166682 1 0
0 166682 1 0
2 166920 1 0
1 167039 1 0
0 167158 2 167396
3 167396 1 0
1 167396 1 0
0 167515 1 0
2 167515 1 0
1 167635 2 167873
3 167873 2 168111
1 168111 1 0
0 168111 1 0
3 168269 1 0
0 168428 1 0
1 168508 1 0
2 168587 1 0
3 168587 1 0
0 168746 1 0
0 168904 1 0
3 169063 1 0
2 169142 1 0
1 169222 1 0
0 169301 1 0
3 169381 1 0
2 169381 1 0
1 169539 1 0
0 169539 1 0
3 169698 1 0
3 169857 1 0
2 170015 2 170075
1 170135 2 170194
0 170254 2 170492
3 170492 1 0
2 170492 1 0
1 170650 1 0
1 170809 1 0
0 170968 1 0
3 170968 1 0
2 171087 1 0
1 171206 1 0
2 171325 1 0
3 171444 2 17150470
0 171444 1 0
3 171563 2 171623
2 171682 2 171742
2 171801 2 171861
3 171920 1 0
0 171920 1 0
1 172039 2 172158
3 172158 1 0
2 172277 1 0
3 172396 1 0
0 172396 1 0
1 172515 1 0
2 172635 2 172754
0 172754 1 0
3 172873 1 0
1 172873 1 0
2 172992 1 0
0 173111 2 173230
1 173230 1 0
2 173349 1 0
3 173349 1 0
0 173587 1 0
0 173706 1 0
1 173825 2 173885
2 173944 2 174004
3 174063 2 17430170
0 174063 1 0
0 174301 1 0
1 174301 1 0
2 174420 1 0
1 174539 1 0
2 174658 1 0
1 174777 1 0
0 174777 1 0
3 175015 2 175254
0 175254 2 175730
1 175492 2 175730
3 175730 1 0
2 175730 1 0
1 175849 1 0
0 175968 1 0
3 176087 1 0
2 176087 1 0
0 176206 1 0
1 176325 1 0
2 176444 1 0
3 176444 1 0
1 176563 1 0
0 176682 2 17680170
3 176682 2 176801
3 176920 2 177039
0 176920 2 177039
3 177158 1 0
0 177158 1 0
1 177396 1 0
2 177515 1 0
3 177635 1 0
0 177635 1 0
1 177754 1 0
2 177873 2 178111
0 178111 1 0
2 178230 1 0
0 178349 1 0
2 178468 1 0
0 178587 1 0
3 178587 1 0
1 178706 2 178944
2 178944 1 0
3 179063 2 179123
0 179182 2 179242
3 179301 2 179361
0 179420 2 179480
3 179539 1 0
2 179539 1 0
1 179658 1 0
0 179777 1 0
1 180015 1 0
3 180015 1 0
0 180135 2 180254
2 180254 1 0
3 180492 1 0
2 180492 1 0
0 180611 1 0
1 180670 1 0
2 180730 2 180849
0 180849 1 0
3 180968 1 0
1 180968 1 0
2 181206 1 0
3 181325 1 0
0 181444 1 0
1 181444 1 0
2 181682 1 0
3 181682 1 0
1 181920 1 0
0 181920 1 0
3 182039 2 182099
2 182158 2 182218
1 182277 2 182337
0 182396 2 182635
3 182635 1 0
3 182873 2 183111
0 183111 1 0
3 183349 1 0
2 183349 1 0
0 183349 1 0
1 183885 1 0
1 184123 1 0
2 184539 1 0
2 184777 1 0
0 184777 1 0
3 185075 1 0
1 185254 1 0
2 185373 1 0
1 185492 1 0
0 185730 2 185968
3 185730 1 0
2 185968 1 0
3 186206 2 186444
1 186206 1 0
0 186444 2 186563
3 186682 1 0
2 186682 1 0
0 186682 1 0
1 186841 2 186920
2 187000 2 187079
3 187158 1 0
0 187158 1 0
1 187277 2 187396
2 187396 1 0
3 187515 1 0
1 187635 1 0
0 187635 1 0
2 187754 2 187873
3 187873 1 0
0 187992 1 0
3 188111 1 0
2 188111 1 0
1 188230 1 0
2 188289 1 0
3 188349 1 0
0 188349 1 0
1 188468 2 188587
3 188587 1 0
