0 16 0
0 64777 1 0
3 64777 1 0
2 64896 1 0
1 65015 1 0
0 65135 1 0
2 65254 1 0
3 65254 1 0
0 65492 1 0
1 65611 1 0
2 65730 1 0
3 65730 1 0
0 65849 1 0
1 65968 1 0
2 66087 1 0
3 66206 1 0
0 66206 1 0
1 66444 1 0
2 66563 1 0
3 66682 1 0
0 66682 1 0
1 66801 1 0
2 66920 1 0
3 67039 1 0
0 67158 1 0
1 67158 1 0
3 67396 1 0
2 67515 1 0
0 67635 1 0
1 67635 1 0
3 67754 1 0
2 67873 1 0
3 67992 1 0
0 68111 2868468
1 68111 2 68349
3 68349 2 68468
0 68587 1 0
2 68587 1 0
3 68587 1 0
1 68706 1 0
3 68825 1 0
0 68825 1 0
2 68944 1 0
0 69063 1 0
1 69063 1 0
3 69182 1 0
0 69301 1 0
2 69301 1 0
1 69420 1 0
2 69539 1 0
3 69539 1 0
0 69658 1 0
1 69777 1 0
3 69777 1 0
2 69896 1 0
0 70015 1 0
1 70015 1 0
3 70135 1 0
0 70254 1 0
2 70254 1 0
1 70373 1 0
2 70492 1 0
3 70492 1 0
0 70611 1 0
1 70730 1 0
2 70730 1 0
3 70849 1 0
1 70968 1 0
2 70968 1 0
0 71087 1 0
1 71206 1 0
2 71206 1 0
3 71325 1 0
0 71444 1 0
1 71444 1 0
2 71563 1 0
0 71682 1 0
3 71682 1 0
1 71801 1 0
3 71920 1 0
2 71920 1 0
3 72158 2 72396
0 72396 1 0
1 72396 1 0
2 72456 1 0
3 72515 1 0
0 72515 1 0
1 72575 1 0
3 72635 1 0
2 72635 1 0
1 72694 1 0
0 72754 1 0
3 72754 1 0
2 72813 1 0
0 72873 1 0
1 72873 1 0
2 72932 1 0
3 72992 1 0
0 72992 1 0
1 73051 1 0
3 73111 1 0
2 73111 1 0
1 73170 1 0
0 73230 1 0
3 73230 1 0
2 73289 1 0
0 73349 1 0
1 73349 1 0
2 73408 1 0
3 73468 1 0
0 73468 1 0
1 73527 1 0
3 73587 1 0
2 73587 1 0
1 73646 1 0
0 73706 1 0
3 73706 1 0
2 73765 1 0
1 73825 1 0
0 73825 1 0
2 73885 1 0
3 73885 1 0
1 73944 1 0
0 73944 1 0
2 74004 1 0
3 74004 1 0
0 74063 1 0
1 74063 1 0
3 74123 1 0
2 74123 1 0
0 74182 1 0
1 74182 1 0
3 74242 1 0
2 74242 1 0
0 74301 1 0
1 74301 1 0
1 75254 1 0
3 75254 1 0
3 75373 1 0
1 75492 1 0
0 75492 1 0
2 75581 1 0
3 75581 1 0
0 75730 1 0
1 75730 1 0
1 75819 1 0
0 75819 1 0
2 75908 1 0
0 75968 1 0
1 75968 1 0
3 75968 1 0
3 76206 2876623
2 76206 2 76444
0 76444 2 76623
0 76682 1 0
1 76682 1 0
3 76682 1 0
2 76801 1 0
0 76920 1 0
2 77039 1 0
3 77039 1 0
1 77039 1 0
3 77158 1 0
0 77277 1 0
0 77396 1 0
1 77396 1 0
3 77396 1 0
2 77515 1 0
0 77635 1 0
1 77635 1 0
3 77635 1 0
2 77754 1 0
0 77873 1 0
1 77873 1 0
3 77873 1 0
2 77992 1 0
1 78111 1 0
0 78111 1 0
2 78349 2 78587
0 78587 1 0
1 78587 1 0
3 78587 1 0
3 78706 1 0
0 78825 1 0
0 78944 1 0
1 78944 1 0
3 78944 1 0
2 79063 1 0
1 79182 1 0
0 79301 1 0
2 79301 1 0
3 79301 1 0
1 79420 1 0
0 79539 1 0
2 79539 1 0
3 79539 1 0
1 79658 1 0
3 79777 2 80015
2 79896 2 80015
0 80015 2880135
1 80015 2 80135
2 80254 2 80492
3 80373 2 80492
0 80492 1 0
1 80492 1 0
3 80611 1 0
0 80730 1 0
1 80789 1 0
2 80849 1 0
3 80849 1 0
1 80968 1 0
1 81087 1 0
0 81206 1 0
3 81206 1 0
1 81325 1 0
0 81444 1 0
3 81444 1 0
2 81444 1 0
2 81563 1 0
0 81682 1 0
3 81682 1 0
1 81682 1 0
0 81920 1 0
3 81920 1 0
2 81920 1 0
1 82158 1 0
3 82158 1 0
1 82277 1 0
3 82277 1 0
0 82396 1 0
0 82515 1 0
1 82635 1 0
2 82635 1 0
3 82635 1 0
3 82754 1 0
0 82873 1 0
1 82873 1 0
2 82873 1 0
1 82992 1 0
2 83111 2 83170
3 83111 2 83170
2 83230 2 83289
3 83230 2 83289
0 83349 1 0
1 83349 1 0
3 83349 1 0
0 83468 1 0
1 83587 2 83825
2 83587 1 0
2 83825 2 83904
3 83904 2 83984
1 83984 2 84063
0 84063 2 84142
2 84142 2 84222
3 84222 2 84301
0 84301 1 0
2 84301 1 0
1 84301 1 0
1 84420 1 0
2 84539 1 0
0 84658 1 0
3 84658 1 0
1 84658 1 0
3 84777 1 0
2 84837 1 0
1 84896 1 0
0 85015 1 0
2 85015 1 0
3 85015 1 0
2 85135 1 0
0 85254 1 0
1 85254 1 0
3 85254 1 0
0 85373 1 0
1 85492 1 0
2 85492 1 0
3 85492 1 0
3 85611 1 0
1 85730 1 0
0 85730 1 0
2 85968 2 86206
0 86206 1 0
1 86206 1 0
3 86206 1 0
3 86325 1 0
0 86444 1 0
1 86563 1 0
2 86563 1 0
3 86563 1 0
2 86682 1 0
0 86801 1 0
1 86861 1 0
2 86920 1 0
3 86920 1 0
0 87039 1 0
0 87158 1 0
1 87158 1 0
3 87158 1 0
2 87277 1 0
1 87337 1 0
0 87396 2 87635
3 87396 2 87813
2 87635 2887813
0 87873 2 88051
1 87873 2 88051
0 88111 1 0
1 88111 1 0
3 88111 1 0
3 88230 1 0
1 88349 1 0
2 88408 1 0
3 88468 1 0
0 88468 1 0
1 88527 1 0
2 88587 1 0
3 88587 1 0
0 88706 1 0
0 88825 1 0
1 88825 1 0
3 88944 1 0
3 89063 1 0
1 89063 1 0
2 89063 1 0
0 89182 1 0
0 89301 1 0
1 89301 1 0
2 89301 1 0
1 89539 1 0
0 89539 1 0
2 89658 1 0
0 89777 1 0
3 89777 1 0
3 89896 1 0
2 89896 1 0
0 90015 1 0
1 90015 1 0
1 90135 1 0
3 90254 1 0
2 90254 1 0
0 90373 1 0
1 90373 1 0
2 90492 1 0
3 90492 1 0
3 90730 1 0
3 90849 1 0
0 91087 1 0
0 91206 1 0
1 91206 1 0
2 91325 1 0
3 91325 1 0
0 91444 1 0
3 91444 1 0
2 91623 1 0
3 91652 1 0
1 91742 1 0
0 91771 1 0
2 91861 1 0
3 91890 1 0
1 91980 1 0
0 92010 1 0
2 92099 1 0
3 92129 1 0
2 92396 1 0
3 92396 1 0
0 92635 1 0
3 92635 1 0
0 92754 1 0
3 92754 1 0
1 92873 1 0
2 92962 1 0
1 93051 1 0
0 93111 1 0
3 93111 1 0
2 93111 1 0
0 93349 1 0
1 93349 1 0
3 93349 1 0
2 93587 2 93825
0 93825 1 0
1 93825 1 0
3 93825 1 0
0 93944 1 0
3 94063 1 0
3 94182 1 0
2 94182 1 0
0 94182 1 0
1 94301 1 0
2 94420 1 0
3 94539 1 0
0 94539 1 0
1 94539 1 0
2 94658 1 0
3 94777 1 0
1 94777 1 0
0 94777 1 0
2 94896 1 0
3 95015 2 95254
0 95015 2 95432
1 95254 2895432
2 95492 2 95670
3 95492 2 95670
0 95730 1 0
2 95730 1 0
3 95730 1 0
1 95849 1 0
2 95968 1 0
1 96027 1 0
0 96087 1 0
3 96087 1 0
2 96146 1 0
0 96206 1 0
1 96206 1 0
3 96325 1 0
3 96444 1 0
1 96444 1 0
2 96563 1 0
0 96682 1 0
3 96682 1 0
1 96682 1 0
0 96801 1 0
1 96920 1 0
3 96920 1 0
2 96920 1 0
1 97158 1 0
2 97158 1 0
3 97158 1 0
0 97396 1 0
2 97396 1 0
0 97515 1 0
2 97515 1 0
3 97635 1 0
3 97754 1 0
0 97873 1 0
2 97873 1 0
1 97873 1 0
1 97992 1 0
2 98111 1 0
3 98111 1 0
0 98111 1 0
2 98230 1 0
0 98349 2 98408
1 98349 2 98408
0 98468 2 98527
1 98468 2 98527
0 98587 1 0
2 98587 1 0
3 98587 1 0
1 98706 1 0
2 98825 1 0
0 99301 2 99480
1 99480 1 0
2 99539 1 0
3 99539 1 0
0 99539 1 0
3 99698 1 0
0 99857 1 0
0 100015 1 0
1 100015 1 0
3 100015 1 0
2 100095 1 0
1 100174 1 0
0 100254 1 0
2 100333 1 0
3 100333 1 0
2 100492 1 0
3 100492 1 0
0 100650 1 0
1 100730 1 0
2 100809 1 0
3 100809 1 0
1 100968 1 0
2 100968 1 0
0 101127 1 0
3 101285 1 0
0 101444 1 0
3 101444 1 0
1 101603 1 0
1 101682 1 0
3 101762 1 0
2 101841 1 0
0 101920 1 0
1 101920 1 0
3 101920 1 0
2 102000 1 0
0 102079 1 0
1 102158 1 0
2 102238 1 0
3 102238 1 0
0 102396 1 0
1 102396 1 0
3 102635 2 102754
2 102754 2 102873
3 102873 1 0
0 102873 2 103289
1 102873 2 102992
1 103111 2 103289
0 103349 1 0
1 103349 1 0
3 103349 1 0
2 103468 1 0
0 103587 1 0
1 103646 1 0
3 103706 1 0
2 103706 1 0
1 103765 1 0
3 103825 1 0
0 103825 1 0
2 103944 1 0
0 104063 1 0
1 104063 1 0
0 104182 1 0
1 104301 1 0
2 104301 1 0
3 104301 1 0
3 104420 1 0
2 104539 28104658
1 104539 2 104658
1 104777 1 0
2 104777 1 0
3 104896 1 0
2 105015 1 0
0 105015 1 0
0 105135 1 0
1 105135 1 0
3 105254 1 0
2 105254 1 0
3 105373 1 0
0 105492 1 0
2 105492 1 0
1 105611 1 0
3 105611 1 0
0 105730 1 0
2 105730 1 0
0 105849 1 0
0 105968 1 0
1 106206 1 0
2 106325 1 0
3 106325 1 0
0 106444 1 0
1 106444 1 0
0 106563 1 0
1 106563 1 0
3 106682 28106742
2 106742 2 106801
1 106801 2 106920
0 106861 2 106920
3 106920 2 107099
3 107158 1 0
2 107158 1 0
0 107158 2 107396
3 107396 2 107635
1 107396 1 0
2 107635 1 0
0 107635 2 107873
2 107873 2 107932
3 107873 2 107932
2 107992 2 108051
3 107992 2 108051
0 108111 1 0
3 108111 1 0
1 108111 1 0
0 108230 1 0
1 108349 1 0
2 108349 1 0
3 108587 1 0
1 108587 1 0
2 108646 1 0
0 108706 1 0
1 108765 1 0
2 108825 1 0
3 108825 1 0
0 108944 1 0
3 109063 1 0
2 109063 1 0
1 109063 1 0
2 109182 1 0
1 109301 1 0
1 109420 1 0
0 109539 28109777
3 109539 2 109658
2 109777 1 0
3 109777 1 0
0 109896 1 0
1 109896 1 0
0 110015 1 0
3 110015 1 0
2 110015 1 0
3 110135 1 0
0 110254 2 110432
1 110254 2 110432
0 110492 28110611
1 110492 2 110611
2 110492 1 0
3 110730 1 0
0 110849 1 0
1 110908 1 0
3 110968 1 0
2 110968 1 0
0 110968 1 0
1 111087 1 0
1 111206 1 0
2 111325 1 0
3 111325 1 0
0 111444 1 0
3 111444 2 111682
0 111682 2 111920
2 111682 1 0
1 111920 1 0
2 111920 1 0
3 111920 1 0
1 112039 1 0
3 112158 1 0
2 112277 1 0
0 112396 1 0
1 112396 1 0
3 112396 1 0
2 112515 1 0
0 112635 1 0
1 112635 1 0
3 112635 1 0
0 112754 1 0
2 112754 1 0
3 112754 1 0
1 112873 1 0
2 112992 1 0
0 113111 1 0
1 113111 1 0
3 113111 1 0
2 113230 1 0
0 113349 1 0
1 113349 1 0
3 113349 2 113825
2 113587 2 113825
1 113587 1 0
1 113825 1 0
0 113825 2 114063
3 114063 2 114301
2 114063 1 0
1 114301 2 114381
0 114381 2 114460
2 114460 2 114539
3 114539 2 114619
1 114619 2 114698
0 114698 2 114777
1 114777 1 0
3 114777 1 0
2 114777 1 0
2 114896 1 0
2 115015 1 0
0 115135 1 0
1 115135 1 0
3 115135 1 0
1 115254 1 0
1 115373 1 0
0 115492 1 0
2 115492 1 0
3 115492 1 0
3 115611 1 0
0 115730 1 0
1 115730 1 0
2 115730 1 0
0 115849 1 0
1 115968 1 0
2 115968 1 0
3 115968 1 0
2 116206 1 0
3 116206 1 0
0 116265 1 0
1 116325 1 0
2 116385 1 0
3 116444 1 0
0 116444 1 0
1 116563 1 0
0 116682 1 0
2 116682 1 0
3 116682 1 0
0 116801 1 0
3 116920 1 0
3 117039 1 0
1 117158 2 117396
2 117158 28117277
2 117396 1 0
1 117515 1 0
3 117635 1 0
2 117635 1 0
0 117635 1 0
0 117754 1 0
2 117873 2 118051
3 117873 2 118051
1 118111 1 0
2 118111 2 118230
3 118111 2 118230
0 118349 1 0
3 118468 1 0
2 118527 1 0
0 118587 1 0
1 118587 1 0
3 118587 1 0
2 118706 1 0
2 118825 1 0
0 118944 1 0
1 118944 1 0
3 119063 1 0
0 119063 2 119301
3 119301 2 119539
1 119301 1 0
0 119539 1 0
1 119539 1 0
2 119539 1 0
2 119658 1 0
0 119777 1 0
1 119896 1 0
2 120015 1 0
3 120015 1 0
0 120135 1 0
2 120254 1 0
3 120254 1 0
0 120373 1 0
1 120373 1 0
0 120492 1 0
2 120492 1 0
3 120492 1 0
2 120611 1 0
0 120730 1 0
3 120730 1 0
1 120849 1 0
3 120968 2 121444:
2 120968 1 0
2 121206 2 121444
0 121206 1 0
0 121444 2 121682
1 121444 1 0
3 121682 1 0
2 121682 1 0
0 121801 1 0
1 121801 1 0
3 121920 28121980
2 121980 2 122039
1 122039 2 122158
0 122099 2 122158
3 122158 2 122337
2 122396 1 0
3 122396 1 0
0 122396 2 122635
1 122635 1 0
3 122635 2 122873
0 122873 28123111
2 122873 1 0
1 123111 2 123170
3 123111 2 123170
1 123230 2 123289
3 123230 2 123289
0 123349 1 0
2 123349 1 0
3 123349 1 0
1 123468 1 0
2 123587 1 0
3 123587 1 0
0 123825 1 0
2 123825 1 0
1 123885 1 0
3 123944 1 0
2 124004 1 0
0 124063 1 0
1 124063 1 0
3 124182 1 0
2 124301 1 0
0 124301 1 0
1 124301 1 0
2 124420 1 0
1 124539 1 0
1 124658 1 0
3 124777 28125015
2 124777 2 124896
2 125015 1 0
1 125135 1 0
3 125254 1 0
2 125254 1 0
0 125254 1 0
3 125373 1 0
0 125492 2 125670
2 125492 2 125670
0 125730 28125849
1 125730 2 125849
2 125730 1 0
3 125968 1 0
3 126087 1 0
2 126146 1 0
0 126206 1 0
1 126206 1 0
3 126206 1 0
0 126325 1 0
0 126444 1 0
2 126563 1 0
3 126563 1 0
3 126682 28126920
1 126682 1 0
2 126920 1 0
0 126920 2 127158
3 127158 1 0
2 127158 1 0
1 127158 1 0
3 127277 1 0
0 127396 1 0
1 127515 1 0
0 127635 1 0
2 127635 1 0
3 127635 1 0
1 127754 1 0
0 127873 1 0
2 127873 1 0
3 127873 1 0
0 127992 1 0
